client_name,truck_size,truck_origin_warehouse,delivery_timestamp,total_weight,brand_1_coffee_proportion,driver_id,is_fresh_client,postcode,business_category,floor,partnership_level,box_count,brand_2_coffee_proportion,brand_3_coffee_proportion,final_time
"Cáceres, Buendía and Quesada",Combi,Zona Franca,2022-01-18 11:08:08,91.24,0.46,D33,True,08030,Coffee Retailers,Street level,Regular,11,0.15231541967112047,0.38768458032887954,479.2779013864256
Goñi Group,Van,Zona Franca,2022-05-15 17:08:42,25.54,0.67,D33,False,08028,Cafe/Restaurant,Street level,Regular,3,0.24778950091608334,0.08221049908391662,180.41764189447292
"Anglada, Quevedo and Moliner",Combi,Baró de Viver,2022-01-10 14:42:10,14.98,0.91,D33,False,08030,Cafe/Restaurant,Street level,Regular,2,0.0008652068592938152,0.08913479314070616,92.8974170055879
Valero Ltd,Van,Zona Franca,2022-04-10 16:20:43,12.44,0.49,D33,False,08038,Cafe/Restaurant,Ground Floor,Regular,3,0.07745551660249154,0.43254448339750845,174.7989745064763
Valero Ltd,Truck,Zona Franca,2022-02-23 09:43:37,90.39,0.59,D33,False,08038,Cafe/Restaurant,Ground Floor,Regular,8,0.318894310627563,0.09110568937243702,402.1323791131896
Valero Ltd,Van,Zona Franca,2022-03-25 08:45:00,74.26,0.87,D33,False,08038,Cafe/Restaurant,Ground Floor,Regular,7,0.036875246297856525,0.09312475370214349,421.5231956978542
Valero Ltd,Combi,Zona Franca,2022-02-07 14:20:30,71.7,0.79,D33,False,08038,Cafe/Restaurant,Ground Floor,Regular,12,0.02938668349581618,0.18061331650418377,374.0252590509292
Guijarro-Uría,Van,Zona Franca,2022-05-20 13:21:42,76.91,0.65,D33,False,08042,Cafe/Restaurant,Street level,Diamond,12,0.09965335945477405,0.25034664054522593,231.97876190795506
Guijarro-Uría,Van,Zona Franca,2022-04-10 10:31:51,88.71,0.86,D33,False,08042,Cafe/Restaurant,Street level,Diamond,12,0.0941145105854674,0.04588548941453262,558.2520908212433
Guijarro-Uría,Combi,Zona Franca,2022-03-05 18:01:47,71.75,0.57,D33,False,08042,Cafe/Restaurant,Street level,Diamond,9,0.3457704937665725,0.08422950623342756,264.23110055290675
Guijarro-Uría,Truck,Zona Franca,2022-01-19 13:04:36,58.33,0.61,D33,False,08042,Cafe/Restaurant,Street level,Diamond,5,0.055524869380609375,0.33447513061939066,166.7170865581636
"Huguet, Manso and Almansa",Combi,Baró de Viver,2022-01-22 08:48:35,16.38,0.83,D33,False,08016,Hotels,Street level,Regular,2,0.04966088446065751,0.12033911553934254,154.5631970398124
"Huguet, Manso and Almansa",Van,Baró de Viver,2022-05-18 11:10:35,5.11,0.43,D33,True,08016,Hotels,Street level,Regular,1,0.437167353923919,0.13283264607608108,173.00321991265253
"Huguet, Manso and Almansa",Van,Baró de Viver,2022-05-18 09:35:04,68.04,0.68,D33,False,08016,Hotels,Street level,Regular,6,0.03809341447220031,0.2819065855277996,278.1781774678172
Pulido-Dueñas,Van,Zona Franca,2022-01-21 18:08:18,90.08,0.48,D33,False,08034,Hotels,Street level,Regular,13,0.03334755191549246,0.4866524480845076,407.6552312848597
Pulido-Dueñas,Van,Zona Franca,2022-05-04 09:37:11,9.8,0.92,D33,False,08034,Hotels,Street level,Regular,2,0.0037646203850093653,0.07623537961499059,186.2138491387247
Pulido-Dueñas,Truck,Baró de Viver,2022-02-08 14:26:28,81.65,0.69,D33,False,08034,Hotels,Street level,Regular,7,0.269615113182527,0.04038488681747304,209.76446290411013
Pastor-Folch,Van,Zona Franca,2022-05-19 16:16:10,20.52,0.55,D33,False,08039,Cafe/Restaurant,Street level,Regular,2,0.00014872946650247297,0.4498512705334975,105.75318885225471
Pastor-Folch,Van,Baró de Viver,2022-04-14 09:11:47,31.45,0.89,D33,False,08039,Cafe/Restaurant,Street level,Regular,3,0.06309167750886016,0.046908322491139826,239.55656457429197
Pastor-Folch,Truck,Baró de Viver,2022-02-21 15:17:38,43.73,0.52,D33,False,08039,Cafe/Restaurant,Street level,Regular,5,0.4711673352063042,0.008832664793695766,158.48554234254505
Pastor-Folch,Combi,Baró de Viver,2022-04-30 13:10:44,75.51,0.9,D33,False,08039,Cafe/Restaurant,Street level,Regular,12,0.04349655015858827,0.05650344984141171,153.58500222688372
Nevado-Duarte,Van,Baró de Viver,2022-04-25 10:16:01,108.88,0.91,D33,False,08029,Cafe/Restaurant,Street level,Key Account,11,0.030068539139267308,0.05993146086073266,567.3149488273252
Nevado-Duarte,Van,Baró de Viver,2022-05-17 13:30:16,78.91,0.43,D33,False,08029,Cafe/Restaurant,Street level,Key Account,11,0.29619772696148483,0.27380227303851523,334.64858461833154
Nevado-Duarte,Truck,Zona Franca,2022-05-02 11:05:43,42.72,0.73,D33,True,08029,Cafe/Restaurant,Street level,Key Account,4,0.0981283813145497,0.1718716186854503,277.667714345633
"Revilla, Navas and Llopis",Van,Zona Franca,2022-01-27 16:13:36,72.07,0.74,D33,False,08031,Cafe/Restaurant,Street level,Regular,6,0.12086124752887313,0.1391387524711269,171.3686385947837
"Revilla, Navas and Llopis",Van,Zona Franca,2022-05-11 18:01:30,60.34,0.49,D33,False,08031,Cafe/Restaurant,Street level,Regular,7,0.373362221853979,0.13663777814602102,257.0038791129842
Gomis Inc,Truck,Zona Franca,2022-05-01 11:58:21,82.73,0.63,D33,False,08023,Cafe/Restaurant,Street level,Key Account,7,0.2078040612479794,0.1621959387520206,193.84513261399826
Gomis Inc,Truck,Baró de Viver,2022-05-10 12:10:00,19.68,0.89,D33,False,08023,Cafe/Restaurant,Street level,Key Account,2,0.029985312253309183,0.08001468774669081,117.6370004505282
Gomis Inc,Truck,Baró de Viver,2022-04-02 11:29:20,102.37,0.79,D33,False,08023,Cafe/Restaurant,Street level,Key Account,10,0.00611876014707886,0.20388123985292111,255.14599191691696
Gomis Inc,Van,Zona Franca,2022-04-14 13:26:07,38.91,0.53,D33,False,08023,Cafe/Restaurant,Street level,Key Account,4,0.04756636450925185,0.42243363549074814,150.76246271705162
Borrás-Samper,Combi,Baró de Viver,2022-04-12 17:41:30,14.42,0.63,D33,False,08009,Hotels,Street level,Key Account,2,0.10979928777108805,0.26020071222891195,121.69119698450216
Borrás-Samper,Van,Zona Franca,2022-01-22 15:18:56,72.97,0.98,D33,False,08009,Hotels,Street level,Key Account,9,0.008069759260411882,0.011930240739588135,201.77811903058577
Borrás-Samper,Van,Baró de Viver,2022-05-19 19:01:24,33.5,0.92,D33,False,08009,Hotels,Street level,Key Account,6,0.043138729082002246,0.036861270917997714,266.9169846236303
"Cabo, Estevez and Martin",Van,Baró de Viver,2022-04-02 15:50:08,58.47,0.4,D33,False,08030,Cafe/Restaurant,Street level,Regular,6,0.36471591628831274,0.23528408371168724,173.56131544358323
"Cabo, Estevez and Martin",Van,Baró de Viver,2022-02-12 18:40:22,111.34,0.44,D33,False,08030,Cafe/Restaurant,Street level,Regular,16,0.13498958839479164,0.4250104116052084,509.6385143633147
"Cabo, Estevez and Martin",Combi,Zona Franca,2022-03-17 16:33:07,5.13,0.69,D33,False,08030,Cafe/Restaurant,Street level,Regular,1,0.15074666979123102,0.15925333020876903,82.05289873060849
Montenegro LLC,Van,Zona Franca,2022-01-04 08:28:26,74.59,1.0,D33,False,08031,Cafe/Restaurant,Street level,Regular,14,0.0,0.0,550.4992191242347
Montenegro LLC,Van,Baró de Viver,2022-05-20 18:45:56,38.97,0.93,D33,False,08031,Cafe/Restaurant,Street level,Regular,4,0.03314284981247799,0.03685715018752196,182.1246219594371
Montenegro LLC,Van,Zona Franca,2022-01-06 16:41:23,96.6,0.78,D33,False,08031,Cafe/Restaurant,Street level,Regular,19,0.12750651914871072,0.09249348085128925,311.1687464541382
"Alvarado, Gascón and Arana",Combi,Zona Franca,2022-03-13 09:58:44,65.51,0.47,D33,False,08020,Hotels,Street level,Regular,7,0.06227418116639569,0.4677258188336043,270.819904071153
"Peinado, Cuervo and Vidal",Combi,Baró de Viver,2022-01-12 09:36:48,66.05,0.6,D33,False,08033,Cafe/Restaurant,Ground Floor,Regular,5,0.2328314654440265,0.16716853455597352,270.17136614342814
"Peinado, Cuervo and Vidal",Van,Zona Franca,2022-04-26 15:11:01,17.32,0.49,D33,True,08033,Cafe/Restaurant,Ground Floor,Regular,2,0.13669135240709843,0.3733086475929016,238.948249333207
"Peinado, Cuervo and Vidal",Van,Baró de Viver,2022-05-13 16:07:30,80.68,0.51,D33,False,08033,Cafe/Restaurant,Ground Floor,Regular,10,0.34710532776785824,0.14289467223214175,363.44262957071714
"Peinado, Cuervo and Vidal",Combi,Baró de Viver,2022-01-03 18:23:31,62.34,0.47,D33,False,08033,Cafe/Restaurant,Ground Floor,Regular,5,0.4488647200796405,0.08113527992035952,243.75288678912946
Somoza Ltd,Van,Zona Franca,2022-02-03 20:13:30,16.32,0.7,D33,True,08014,Cafe/Restaurant,Ground Floor,Regular,2,0.05735039774909285,0.2426496022509072,129.94934865354
Somoza Ltd,Van,Zona Franca,2022-03-10 18:59:40,20.26,0.76,D33,False,08014,Cafe/Restaurant,Ground Floor,Regular,2,0.06378300153911852,0.17621699846088146,179.6190414323121
Vilar PLC,Van,Zona Franca,2022-02-22 19:43:44,117.92,0.62,D33,False,08003,Cafe/Restaurant,Street level,Regular,12,0.26995235286918434,0.11004764713081566,392.50586036034287
Vilar PLC,Combi,Zona Franca,2022-02-15 15:22:45,9.13,0.65,D33,False,08003,Cafe/Restaurant,Street level,Regular,1,0.006125500899597097,0.3438744991004029,81.90621894395238
Vilar PLC,Combi,Zona Franca,2022-01-02 09:02:10,30.97,0.76,D33,False,08003,Cafe/Restaurant,Street level,Regular,3,0.1041335860757359,0.13586641392426407,224.58527027908224
Vilar PLC,Van,Baró de Viver,2022-01-07 17:52:16,107.86,0.97,D33,False,08003,Cafe/Restaurant,Street level,Regular,8,0.018834831206316384,0.011165168793683643,232.40428783023094
Jover-Murcia,Van,Baró de Viver,2022-05-06 14:38:39,119.8,0.76,D33,False,08021,Hotels,Street level,Regular,16,0.050845392032267636,0.18915460796773237,388.52771086014434
Jover-Murcia,Combi,Zona Franca,2022-03-12 15:02:01,27.76,0.88,D33,False,08021,Hotels,Street level,Regular,3,0.10380155180427283,0.01619844819572716,107.54398295040086
Jover-Murcia,Combi,Zona Franca,2022-01-06 15:43:59,38.26,0.52,D33,False,08021,Hotels,Street level,Regular,5,0.19358709555535444,0.2864129044446455,146.64970375914652
Alberola-Alcaraz,Combi,Baró de Viver,2022-01-02 16:15:09,37.19,0.46,D33,False,08012,Coffee Retailers,Ground Floor,Key Account,3,0.450228606771124,0.08977139322887606,143.73703405741853
Alberola-Alcaraz,Combi,Baró de Viver,2022-05-14 20:19:46,43.82,0.77,D33,False,08012,Coffee Retailers,Ground Floor,Key Account,4,0.11339276206381614,0.11660723793618384,81.5444997564042
Alberola-Alcaraz,Combi,Zona Franca,2022-01-14 16:56:39,95.5,0.62,D33,False,08012,Coffee Retailers,Ground Floor,Key Account,8,0.18938706408094355,0.19061293591905645,231.2693837359466
Quero-Dueñas,Truck,Zona Franca,2022-01-12 11:33:10,73.41,0.68,D33,False,08904,Cafe/Restaurant,Street level,Regular,9,0.10162070676584362,0.21837929323415634,277.48903830375
Quero-Dueñas,Combi,Zona Franca,2022-03-28 18:50:58,99.24,0.88,D33,False,08904,Cafe/Restaurant,Street level,Regular,14,0.08826971260335192,0.03173028739664807,364.84874329517993
Quero-Dueñas,Combi,Baró de Viver,2022-02-13 14:49:15,79.44,0.77,D33,False,08904,Cafe/Restaurant,Street level,Regular,12,0.171247103834813,0.058752896165186974,248.5483677165087
Quero-Dueñas,Van,Baró de Viver,2022-01-06 11:00:48,7.85,0.96,D33,False,08904,Cafe/Restaurant,Street level,Regular,1,0.032149278285690905,0.00785072171430913,84.92638302446139
Quero-Dueñas,Van,Baró de Viver,2022-05-16 18:53:32,61.47,0.43,D33,False,08904,Cafe/Restaurant,Street level,Regular,6,0.11407277597085318,0.45592722402914687,209.30082332727056
Quero-Dueñas,Truck,Zona Franca,2022-01-14 10:33:23,85.05,0.51,D33,False,08904,Cafe/Restaurant,Street level,Regular,7,0.028601720368670643,0.46139827963132934,381.74108642801747
Morell Group,Van,Zona Franca,2022-01-13 17:49:03,52.19,0.5,D33,False,08019,Cafe/Restaurant,Street level,Regular,5,0.23406371094816053,0.26593628905183947,224.67536253526816
Morell Group,Combi,Baró de Viver,2022-01-13 12:40:26,116.54,0.59,D33,True,08019,Cafe/Restaurant,Street level,Regular,9,0.3023432789294531,0.10765672107054691,381.70303274039026
Morell Group,Truck,Baró de Viver,2022-02-28 12:33:00,52.99,0.94,D33,False,08019,Cafe/Restaurant,Street level,Regular,8,0.05936662796451,0.0006333720354900554,279.17129392226445
Morell Group,Van,Baró de Viver,2022-01-28 09:44:02,43.71,0.9,D33,True,08019,Cafe/Restaurant,Street level,Regular,7,0.02157144440799019,0.07842855559200979,391.97470892658805
"Llorens, Mayo and Gallardo",Combi,Baró de Viver,2022-02-23 09:36:17,34.06,0.77,D33,False,08017,Cafe/Restaurant,Street level,Key Account,3,0.02761401627805859,0.2023859837219414,205.2852952364287
"Llorens, Mayo and Gallardo",Truck,Baró de Viver,2022-02-13 15:11:32,90.04,0.68,D33,False,08017,Cafe/Restaurant,Street level,Key Account,13,0.2883111072450144,0.03168889275498554,344.72019181721913
"Llorens, Mayo and Gallardo",Combi,Zona Franca,2022-02-01 19:24:23,86.76,0.88,D33,False,08017,Cafe/Restaurant,Street level,Key Account,9,0.07880823516449979,0.0411917648355002,246.00996703925256
"Llorens, Mayo and Gallardo",Van,Zona Franca,2022-05-11 20:18:49,79.61,1.0,D33,False,08017,Cafe/Restaurant,Street level,Key Account,8,0.0,0.0,128.8409116339443
Chamorro PLC,Van,Zona Franca,2022-01-17 10:09:47,70.56,0.76,D33,False,08031,Cafe/Restaurant,Street level,Regular,8,0.021419145240651964,0.21858085475934802,369.95671518573846
Chamorro PLC,Combi,Zona Franca,2022-02-20 18:59:32,93.0,0.67,D33,False,08031,Cafe/Restaurant,Street level,Regular,7,0.0596536319718918,0.2703463680281082,281.27292673992383
Chamorro PLC,Combi,Baró de Viver,2022-05-14 09:31:54,25.72,0.88,D33,True,08031,Cafe/Restaurant,Street level,Regular,4,0.0898841311643086,0.030115868835691395,376.94645748776514
Chamorro PLC,Van,Baró de Viver,2022-02-02 13:15:59,43.66,0.62,D33,False,08031,Cafe/Restaurant,Street level,Regular,9,0.028892396643183448,0.35110760335681657,258.66946847249994
Chamorro PLC,Combi,Zona Franca,2022-01-15 19:34:07,115.51,0.63,D33,False,08031,Cafe/Restaurant,Street level,Regular,10,0.13245075903838877,0.23754924096161123,310.17210992989635
Ramos Inc,Van,Zona Franca,2022-03-01 14:25:25,100.56,0.6,D33,False,08004,Hotels,Ground Floor,Regular,12,0.010696680966900109,0.3893033190330999,377.6185957029418
Ramos Inc,Van,Zona Franca,2022-01-09 18:37:22,44.08,0.52,D33,False,08004,Hotels,Ground Floor,Regular,4,0.2527254316414251,0.2272745683585749,251.7273078151856
"Cózar, Armas and Zamora",Van,Baró de Viver,2022-03-15 15:09:23,27.33,0.78,D33,False,08035,Cafe/Restaurant,Street level,Regular,5,0.020498447099635057,0.19950155290036492,169.75051193929968
"Cózar, Armas and Zamora",Van,Baró de Viver,2022-03-29 16:19:09,24.28,0.67,D33,False,08035,Cafe/Restaurant,Street level,Regular,3,0.19275041478660856,0.1372495852133914,139.00482175127456
"Real, Carranza and Marqués",Van,Zona Franca,2022-02-01 13:39:14,75.9,0.98,D33,False,08015,Cafe/Restaurant,Street level,Regular,11,0.019988434162373735,1.156583762628241e-05,269.6813165309381
Llamas Ltd,Van,Zona Franca,2022-05-15 10:32:28,101.89,0.68,D33,False,08041,Coffee Retailers,Ground Floor,Regular,7,0.07733464871904319,0.24266535128095676,386.89026715873035
Llamas Ltd,Van,Zona Franca,2022-04-12 09:45:12,69.34,0.43,D33,False,08041,Coffee Retailers,Ground Floor,Regular,8,0.34736102951319187,0.2226389704868082,452.1039053538917
Llamas Ltd,Combi,Baró de Viver,2022-04-22 14:32:02,18.46,1.0,D33,False,08041,Coffee Retailers,Ground Floor,Regular,2,0.0,0.0,122.60063922563793
"Vilaplana, Pi and Egea",Van,Baró de Viver,2022-02-16 13:50:47,58.58,0.66,D33,False,08014,Hotels,Ground Floor,Key Account,8,0.041870037958406055,0.2981299620415939,270.0373000830067
"Vilaplana, Pi and Egea",Combi,Baró de Viver,2022-05-02 19:17:24,109.24,0.45,D33,False,08014,Hotels,Ground Floor,Key Account,8,0.43038347731711385,0.1196165226828862,257.37473593401535
"Vilaplana, Pi and Egea",Van,Baró de Viver,2022-03-28 12:11:20,110.71,0.51,D33,False,08014,Hotels,Ground Floor,Key Account,13,0.3831090421998567,0.1068909578001433,465.74042602840575
"Mariño, Sanz and Montserrat",Van,Baró de Viver,2022-03-21 18:17:34,68.73,0.81,D33,False,08005,Cafe/Restaurant,Street level,Regular,11,0.06557738544530506,0.12442261455469489,323.3032461109041
Viñas Group,Van,Baró de Viver,2022-05-05 16:17:27,23.53,0.73,D33,True,08032,Coffee Retailers,Street level,Key Account,4,0.025911016731245323,0.2440889832687547,263.71252121898004
Viñas Group,Combi,Baró de Viver,2022-05-09 20:55:54,73.48,0.4,D33,False,08032,Coffee Retailers,Street level,Key Account,8,0.35214538468299944,0.24785461531700054,91.07880161269003
Viñas Group,Van,Zona Franca,2022-03-29 12:48:58,16.99,0.5,D33,False,08032,Coffee Retailers,Street level,Key Account,3,0.4727119903906911,0.027288009609308883,131.9403364168685
"Girón, Jordán and Hidalgo",Combi,Baró de Viver,2022-02-18 09:16:25,51.66,0.86,D33,False,08227,Hotels,Other,Regular,6,0.10618633478537905,0.033813665214620967,357.92611695750327
Izquierdo-Castillo,Van,Baró de Viver,2022-03-06 17:25:35,63.14,0.82,D33,False,08026,Cafe/Restaurant,Street level,Regular,11,0.12683302100393068,0.05316697899606937,403.2731295969551
Izquierdo-Castillo,Van,Baró de Viver,2022-03-01 08:59:20,42.53,0.61,D33,False,08026,Cafe/Restaurant,Street level,Regular,4,0.22439159402037342,0.1656084059796266,258.45970936258925
Izquierdo-Castillo,Truck,Baró de Viver,2022-04-18 08:34:53,25.29,0.58,D33,False,08026,Cafe/Restaurant,Street level,Regular,2,0.38408514693246343,0.03591485306753661,187.1633754188204
Izquierdo-Castillo,Van,Baró de Viver,2022-02-23 09:14:48,117.1,0.69,D33,True,08026,Cafe/Restaurant,Street level,Regular,9,0.05808063895177831,0.25191936104822177,595.0819149013043
"Verdú, Arcos and Pineda",Van,Baró de Viver,2022-01-29 19:19:13,103.98,0.85,D33,False,08016,Cafe/Restaurant,Street level,Regular,14,0.08790498688551239,0.06209501311448763,438.20660830108216
"Verdú, Arcos and Pineda",Truck,Baró de Viver,2022-04-10 10:50:38,80.18,0.69,D33,False,08016,Cafe/Restaurant,Street level,Regular,12,0.09070151266893865,0.2192984873310614,461.03299200061366
"Valera, Vazquez and Pozuelo",Combi,Zona Franca,2022-02-18 14:38:26,5.0,0.43,D33,False,08015,Cafe/Restaurant,Ground Floor,Regular,1,0.40532834668800083,0.16467165331199923,112.0638596615263
"Valera, Vazquez and Pozuelo",Combi,Zona Franca,2022-04-30 15:42:59,43.19,1.0,D33,False,08015,Cafe/Restaurant,Ground Floor,Regular,5,0.0,0.0,193.60880262322706
"Valera, Vazquez and Pozuelo",Van,Baró de Viver,2022-03-10 15:27:04,99.44,0.95,D33,False,08015,Cafe/Restaurant,Ground Floor,Regular,8,0.03498734824921666,0.015012651750783382,352.52532757817335
"Valera, Vazquez and Pozuelo",Combi,Baró de Viver,2022-05-21 13:33:35,114.85,0.45,D33,True,08015,Cafe/Restaurant,Ground Floor,Regular,9,0.03824091004099063,0.5117590899590094,478.4611272812357
"Valera, Vazquez and Pozuelo",Van,Zona Franca,2022-01-16 12:52:08,24.12,0.5,D33,False,08015,Cafe/Restaurant,Ground Floor,Regular,4,5.127837661172974e-05,0.49994872162338827,223.5245408627029
"Valera, Vazquez and Pozuelo",Van,Baró de Viver,2022-04-23 11:24:44,31.67,0.58,D33,True,08015,Cafe/Restaurant,Ground Floor,Regular,4,0.14257041023548,0.27742958976452003,335.18534936403773
Perera-Bolaños,Van,Baró de Viver,2022-04-08 17:48:37,117.72,0.55,D33,False,08013,Cafe/Restaurant,Street level,Regular,13,0.40644092280828453,0.04355907719171542,290.9257286605452
Roselló-Abril,Van,Baró de Viver,2022-03-05 20:11:32,57.09,0.81,D33,False,08042,Hotels,Other,Regular,6,0.12933593701374338,0.06066406298625657,256.17670924088344
Roselló-Abril,Van,Baró de Viver,2022-04-28 14:34:53,78.99,0.82,D33,False,08042,Hotels,Other,Regular,13,0.15587386898182348,0.024126131018176566,540.2587808055331
Almagro and Sons,Van,Baró de Viver,2022-01-16 17:04:26,9.71,0.81,D33,False,08750,Cafe/Restaurant,Street level,Key Account,2,0.06006374910449957,0.12993625089550037,137.5011974200652
Almagro and Sons,Van,Zona Franca,2022-02-06 15:40:50,60.26,0.77,D33,False,08750,Cafe/Restaurant,Street level,Key Account,9,0.1344797855211174,0.09552021447888259,260.16389108362745
Almagro and Sons,Van,Baró de Viver,2022-02-24 19:46:57,94.86,0.5,D33,False,08750,Cafe/Restaurant,Street level,Key Account,12,0.280048532985496,0.21995146701450402,400.1995979087005
"Reina, Mateos and Cornejo",Van,Zona Franca,2022-05-15 11:45:33,31.08,0.7,D33,False,08040,Cafe/Restaurant,Street level,Key Account,3,0.11993242132070857,0.18006757867929146,123.3824775472555
"Quesada, Lucena and Alfaro",Van,Zona Franca,2022-03-23 09:27:14,58.68,0.73,D33,False,08075,Cafe/Restaurant,Other,Key Account,10,0.24900289408421036,0.020997105915789654,557.9267877226537
"Quesada, Lucena and Alfaro",Combi,Baró de Viver,2022-02-08 09:50:28,41.99,0.47,D33,False,08075,Cafe/Restaurant,Other,Key Account,4,0.4948421476309703,0.03515785236902974,318.10731572761676
Arellano PLC,Van,Baró de Viver,2022-02-23 20:06:10,72.99,0.78,D33,False,08029,Cafe/Restaurant,Street level,Regular,8,0.11384404732854893,0.10615595267145105,156.933796192652
Arellano PLC,Combi,Zona Franca,2022-04-30 17:13:22,95.33,0.49,D33,False,08029,Cafe/Restaurant,Street level,Regular,10,0.06647083698111224,0.4435291630188878,266.85029417122576
Arellano PLC,Van,Baró de Viver,2022-01-14 19:14:57,14.16,0.87,D33,False,08029,Cafe/Restaurant,Street level,Regular,2,0.10256228904680285,0.02743771095319715,149.02047416852204
"Guerra, Quiroga and Vilaplana",Van,Baró de Viver,2022-05-04 11:58:17,98.91,0.83,D33,False,08008,Cafe/Restaurant,Street level,Key Account,12,0.05994759996136936,0.11005240003863068,362.2143390331181
"Guerra, Quiroga and Vilaplana",Van,Baró de Viver,2022-03-04 09:05:53,41.46,0.5,D33,False,08008,Cafe/Restaurant,Street level,Key Account,5,0.027954227677253418,0.4720457723227466,303.3475028542598
"Falcó, Mateos and Luz",Van,Zona Franca,2022-03-26 19:21:55,48.86,0.82,D33,True,08025,Coffee Retailers,Street level,Regular,6,0.15654378159592575,0.023456218404074303,462.14303841303195
"Falcó, Mateos and Luz",Van,Baró de Viver,2022-03-07 09:30:53,107.93,0.79,D33,False,08025,Coffee Retailers,Street level,Regular,11,0.10914432311840848,0.10085567688159149,476.9516900627114
Esteban LLC,Truck,Zona Franca,2022-03-24 19:58:23,50.45,0.82,D33,False,08031,Cafe/Restaurant,Street level,Key Account,8,0.007924498515649496,0.17207550148435055,270.41846253312247
Santamaría Inc,Combi,Baró de Viver,2022-05-07 13:54:25,86.33,0.79,D33,False,08017,Hotels,Street level,Key Account,11,0.1306672643722528,0.07933273562774718,227.19849886192756
Santamaría Inc,Van,Baró de Viver,2022-05-10 13:56:30,90.3,0.49,D33,False,08017,Hotels,Street level,Key Account,7,0.13151749437754917,0.37848250562245084,242.27021355845923
Santamaría Inc,Van,Baró de Viver,2022-05-10 15:29:01,115.82,0.68,D33,False,08017,Hotels,Street level,Key Account,14,0.23288713037591552,0.08711286962408443,247.04635262051468
"Porta, Marti and Varela",Van,Zona Franca,2022-03-16 17:33:24,113.52,0.77,D33,False,08006,Cafe/Restaurant,Street level,Regular,12,0.07672374302547949,0.1532762569745205,346.5442429947847
"Porta, Marti and Varela",Combi,Zona Franca,2022-01-18 17:20:13,118.83,0.99,D33,False,08006,Cafe/Restaurant,Street level,Regular,12,0.004043114821224149,0.00595688517877586,330.2967746976659
"Porta, Marti and Varela",Van,Zona Franca,2022-02-02 10:32:22,35.11,0.59,D33,False,08006,Cafe/Restaurant,Street level,Regular,5,0.4096532003250057,0.00034679967499434694,269.42379921763273
Belmonte-Leal,Combi,Zona Franca,2022-04-11 12:19:00,110.26,0.4,D33,False,08009,Cafe/Restaurant,Street level,Key Account,9,0.1886786905024257,0.4113213094975743,260.61106402782957
Belmonte-Leal,Combi,Baró de Viver,2022-01-04 17:45:25,65.18,0.89,D33,False,08009,Cafe/Restaurant,Street level,Key Account,6,0.019318238317699004,0.09068176168230098,214.80254997256498
Belmonte-Leal,Van,Baró de Viver,2022-01-29 11:51:41,71.15,0.56,D33,False,08009,Cafe/Restaurant,Street level,Key Account,8,0.3277409632830054,0.11225903671699455,218.89953388224328
Belmonte-Leal,Truck,Zona Franca,2022-05-01 19:18:08,47.33,0.45,D33,False,08009,Cafe/Restaurant,Street level,Key Account,5,0.5488570321689086,0.0011429678310914682,200.07841960887845
Gutierrez-Torrijos,Truck,Baró de Viver,2022-04-09 12:29:39,50.2,0.93,D33,False,08012,Cafe/Restaurant,Street level,Regular,7,0.03742615270147328,0.03257384729852667,205.32730646346118
Gutierrez-Torrijos,Van,Baró de Viver,2022-02-21 08:37:38,38.79,0.98,D33,False,08012,Cafe/Restaurant,Street level,Regular,3,0.01808088519002784,0.0019191148099721791,183.5695389729965
Verdú Ltd,Combi,Baró de Viver,2022-02-26 19:17:11,90.88,0.89,D33,False,08012,Cafe/Restaurant,Street level,Regular,10,0.005919868900228611,0.10408013109977138,313.99628090921715
Verdú Ltd,Van,Baró de Viver,2022-04-28 09:24:44,35.31,0.84,D33,False,08012,Cafe/Restaurant,Street level,Regular,3,0.08039329923663023,0.0796067007633698,198.77582834035715
Osuna-Segovia,Van,Zona Franca,2022-04-08 18:22:08,61.5,0.69,D33,False,08017,Coffee Retailers,Street level,Regular,5,0.19478662460891186,0.1152133753910882,216.649822038327
Osuna-Segovia,Truck,Zona Franca,2022-02-20 17:51:29,47.63,0.4,D33,False,08017,Coffee Retailers,Street level,Regular,6,0.5929377992559302,0.007062200744069824,222.45491030599783
Osuna-Segovia,Van,Baró de Viver,2022-01-02 16:27:32,110.59,0.79,D33,False,08017,Coffee Retailers,Street level,Regular,12,0.016698169927809148,0.19330183007219082,296.3433691446919
"Garcés, Leal and Márquez",Van,Baró de Viver,2022-04-08 12:23:54,112.93,0.41,D33,False,08041,Cafe/Restaurant,Street level,Regular,22,0.1893284347180268,0.4006715652819733,445.43880583673973
"Garcés, Leal and Márquez",Van,Zona Franca,2022-02-24 20:17:53,50.33,0.83,D33,False,08041,Cafe/Restaurant,Street level,Regular,4,0.13024395745629846,0.039756042543701575,104.018561095758
"Garcés, Leal and Márquez",Van,Zona Franca,2022-03-26 20:21:15,77.88,0.46,D33,False,08041,Cafe/Restaurant,Street level,Regular,6,0.13027172458392777,0.40972827541607226,180.01269114629736
Goicoechea PLC,Van,Baró de Viver,2022-01-01 16:34:54,21.94,0.5,D33,False,08031,Cafe/Restaurant,Ground Floor,Regular,2,0.21960145773916528,0.2803985422608347,141.2555071943633
